"","SqlTrace"
"284","declare @p1 int
set @p1=180152331
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"285","exec sp_cursorfetch 180152331,16,1,1"
"286","exec sp_cursorclose 180152331"
"287","declare @p1 int
set @p1=180152333
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"288","exec sp_cursorfetch 180152333,16,1,1"
"289","exec sp_cursorclose 180152333"
"290","declare @p1 int
set @p1=180152335
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"291","exec sp_cursoroption 180152335,1,0"
"292","exec sp_cursorfetch 180152335,16,1,1"
"293","exec sp_cursorclose 180152335"
"294","declare @p1 int
set @p1=180152657
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"295","exec sp_cursorfetch 180152657,16,1,1"
"296","exec sp_cursorclose 180152657"
"297","declare @p1 int
set @p1=180152337
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"298","exec sp_cursorfetch 180152337,16,1,1"
"299","exec sp_cursorclose 180152337"
"300","declare @p1 int
set @p1=180152339
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"301","exec sp_cursorfetch 180152339,16,1,1"
"302","exec sp_cursorclose 180152339"
"303","declare @p1 int
set @p1=180152341
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"304","exec sp_cursorfetch 180152341,16,1,1"
"305","exec sp_cursorclose 180152341"
"306","declare @p1 int
set @p1=180152343
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"307","exec sp_cursoroption 180152343,1,0"
"308","exec sp_cursorfetch 180152343,16,1,1"
"309","exec sp_cursorclose 180152343"
"310","declare @p1 int
set @p1=180152659
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"311","exec sp_cursorfetch 180152659,16,1,1"
"312","exec sp_cursorclose 180152659"
"313","declare @p1 int
set @p1=180152345
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"314","exec sp_cursorfetch 180152345,16,1,1"
"315","exec sp_cursorclose 180152345"
"316","declare @p1 int
set @p1=180152347
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"317","exec sp_cursorfetch 180152347,16,1,1"
"318","exec sp_cursorclose 180152347"
"319","declare @p1 int
set @p1=180152349
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"320","exec sp_cursorfetch 180152349,16,1,1"
"321","exec sp_cursorclose 180152349"
"322","declare @p1 int
set @p1=180152351
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"323","exec sp_cursoroption 180152351,1,0"
"324","exec sp_cursorfetch 180152351,16,1,1"
"325","exec sp_cursorclose 180152351"
"326","declare @p1 int
set @p1=180152661
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"327","exec sp_cursorfetch 180152661,16,1,1"
"328","exec sp_cursorclose 180152661"
"329","declare @p1 int
set @p1=180152353
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"330","exec sp_cursorfetch 180152353,16,1,1"
"331","exec sp_cursorclose 180152353"
"332","declare @p1 int
set @p1=180152355
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"333","exec sp_cursorfetch 180152355,16,1,1"
"334","exec sp_cursorclose 180152355"
"335","declare @p1 int
set @p1=180152357
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"336","exec sp_cursorfetch 180152357,16,1,1"
"337","exec sp_cursorclose 180152357"
"338","declare @p1 int
set @p1=180152359
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"339","exec sp_cursoroption 180152359,1,0"
"340","exec sp_cursorfetch 180152359,16,1,1"
"341","exec sp_cursorclose 180152359"
"342","declare @p1 int
set @p1=180152663
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' Select  * from GMP_PARTENAIRES  where Traitement=''1'' and ID_Partenaire <>''''  and Resolution_Code<>''''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"343","exec sp_cursorfetch 180152663,16,1,1"
"344","exec sp_cursorclose 180152663"
"345","declare @p1 int
set @p1=180152665
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"346","exec sp_cursorfetch 180152665,16,1,1"
"347","exec sp_cursorclose 180152665"
"348","declare @p1 int
set @p1=180152361
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"349","exec sp_cursorfetch 180152361,16,1,1"
"350","exec sp_cursorclose 180152361"
"351","declare @p1 int
set @p1=180152363
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"352","exec sp_cursorfetch 180152363,16,1,1"
"353","exec sp_cursorclose 180152363"
"354","declare @p1 int
set @p1=180152365
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"355","exec sp_cursorfetch 180152365,16,1,1"
"356","exec sp_cursorclose 180152365"
"357","declare @p1 int
set @p1=180152367
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"358","exec sp_cursoroption 180152367,1,0"
"359","exec sp_cursorfetch 180152367,16,1,1"
"360","exec sp_cursorclose 180152367"
"361","declare @p1 int
set @p1=180152667
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"362","exec sp_cursorfetch 180152667,16,1,1"
"363","exec sp_cursorclose 180152667"
"364","declare @p1 int
set @p1=180152369
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"365","exec sp_cursorfetch 180152369,16,1,1"
"366","exec sp_cursorclose 180152369"
"367","declare @p1 int
set @p1=180152371
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"368","exec sp_cursorfetch 180152371,16,1,1"
"369","exec sp_cursorclose 180152371"
"370","declare @p1 int
set @p1=180152373
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"371","exec sp_cursorfetch 180152373,16,1,1"
"372","exec sp_cursorclose 180152373"
"373","declare @p1 int
set @p1=180152375
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"374","exec sp_cursoroption 180152375,1,0"
"375","exec sp_cursorfetch 180152375,16,1,1"
"376","exec sp_cursorclose 180152375"
"377","declare @p1 int
set @p1=180152669
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"378","exec sp_cursorfetch 180152669,16,1,1"
"379","exec sp_cursorclose 180152669"
"380","declare @p1 int
set @p1=180152377
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"381","exec sp_cursorfetch 180152377,16,1,1"
"382","exec sp_cursorclose 180152377"
"383","declare @p1 int
set @p1=180152379
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"384","exec sp_cursorfetch 180152379,16,1,1"
"385","exec sp_cursorclose 180152379"
"386","declare @p1 int
set @p1=180152381
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"387","exec sp_cursorfetch 180152381,16,1,1"
"388","exec sp_cursorclose 180152381"
"389","declare @p1 int
set @p1=180152383
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"390","exec sp_cursoroption 180152383,1,0"
"391","exec sp_cursorfetch 180152383,16,1,1"
"392","exec sp_cursorclose 180152383"
"393","declare @p1 int
set @p1=180152671
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"394","exec sp_cursorfetch 180152671,16,1,1"
"395","exec sp_cursorclose 180152671"
"396","declare @p1 int
set @p1=180152385
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"397","exec sp_cursorfetch 180152385,16,1,1"
"398","exec sp_cursorclose 180152385"
"399","declare @p1 int
set @p1=180152387
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"400","exec sp_cursorfetch 180152387,16,1,1"
"401","exec sp_cursorclose 180152387"
"402","declare @p1 int
set @p1=180152389
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"403","exec sp_cursorfetch 180152389,16,1,1"
"404","exec sp_cursorclose 180152389"
"405","declare @p1 int
set @p1=180152391
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"406","exec sp_cursoroption 180152391,1,0"
"407","exec sp_cursorfetch 180152391,16,1,1"
"408","exec sp_cursorclose 180152391"
"409","declare @p1 int
set @p1=180152673
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"410","exec sp_cursorfetch 180152673,16,1,1"
"411","exec sp_cursorclose 180152673"
"412","declare @p1 int
set @p1=180152393
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"413","exec sp_cursorfetch 180152393,16,1,1"
"414","exec sp_cursorclose 180152393"
"415","declare @p1 int
set @p1=180152395
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"416","exec sp_cursorfetch 180152395,16,1,1"
"417","exec sp_cursorclose 180152395"
"418","declare @p1 int
set @p1=180152397
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"419","exec sp_cursorfetch 180152397,16,1,1"
"420","exec sp_cursorclose 180152397"
"421","declare @p1 int
set @p1=180152399
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"422","exec sp_cursoroption 180152399,1,0"
"423","exec sp_cursorfetch 180152399,16,1,1"
"424","exec sp_cursorclose 180152399"
"425","declare @p1 int
set @p1=180152675
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentPartenaires FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"426","exec sp_cursorfetch 180152675,16,1,1"
"427","exec sp_cursorclose 180152675"
"428","declare @p1 int
set @p1=180152401
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=1
exec sp_cursoropen @p1 output,N'Select StopAgentWebServices FROM gmp_systeme',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"429","exec sp_cursorfetch 180152401,16,1,1"
"430","exec sp_cursorclose 180152401"
"431","declare @p1 int
set @p1=180152403
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem IN (''SOUMISSION CHAUFFAGE'', ''SOUMISSION CLIMATISATION'')',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"432","exec sp_cursorfetch 180152403,16,1,1"
"433","exec sp_cursorclose 180152403"
"434","declare @p1 int
set @p1=180152405
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT *  FROM HS_APPEL  WHERE USERID= ''WebServices''   AND Type_Of_Problem = ''REPARATION DU CHAUFFE-EAU''',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"435","exec sp_cursorfetch 180152405,16,1,1"
"436","exec sp_cursorclose 180152405"
"437","declare @p1 int
set @p1=180152407
declare @p3 int
set @p3=8
declare @p4 int
set @p4=1
declare @p5 int
set @p5=0
exec sp_cursoropen @p1 output,N' SELECT ea.*, ear.EigenResponseMsg, ear.EigenWsAgentStatus  FROM gmp_eigen_agent_WsResp ear   INNER JOIN gmp_eigen_agent ea on ea.InvoiceID= ear.InvoiceID WHERE EigenWsAgentStatus= 0',@p3 output,@p4 output,@p5 output
select @p1, @p3, @p4, @p5"
"438","exec sp_cursoroption 180152407,1,0"
"439","exec sp_cursorfetch 180152407,16,1,1"
"440","exec sp_cursorclose 180152407"
